"County","Date","fatality_cases_per_day","year","month","week"
"Bexar",2022-01-02,NA,2022,1,1
"Bexar",2022-01-03,NA,2022,1,1
"Bexar",2022-01-04,NA,2022,1,1
"Bexar",2022-01-05,NA,2022,1,1
"Bexar",2022-01-06,NA,2022,1,1
"Bexar",2022-01-07,NA,2022,1,1
"Bexar",2022-01-08,NA,2022,1,2
"Bexar",2022-01-09,NA,2022,1,2
"Bexar",2022-01-10,NA,2022,1,2
"Bexar",2022-01-11,NA,2022,1,2
"Bexar",2022-01-12,NA,2022,1,2
"Bexar",2022-01-13,NA,2022,1,2
"Bexar",2022-01-14,NA,2022,1,2
"Bexar",2022-01-15,NA,2022,1,3
"Bexar",2022-01-16,NA,2022,1,3
"Bexar",2022-01-17,NA,2022,1,3
"Bexar",2022-01-18,NA,2022,1,3
"Bexar",2022-01-19,NA,2022,1,3
"Bexar",2022-01-20,NA,2022,1,3
"Bexar",2022-01-21,NA,2022,1,3
"Bexar",2022-01-22,NA,2022,1,4
"Bexar",2022-01-23,NA,2022,1,4
"Bexar",2022-01-24,NA,2022,1,4
"Bexar",2022-01-25,NA,2022,1,4
"Bexar",2022-01-26,NA,2022,1,4
"Bexar",2022-01-27,NA,2022,1,4
"Bexar",2022-01-28,NA,2022,1,4
"Bexar",2022-01-29,NA,2022,1,5
"Bexar",2022-01-30,NA,2022,1,5
"Bexar",2022-01-31,NA,2022,1,5
"Bexar",2022-02-01,NA,2022,2,5
"Bexar",2022-02-02,NA,2022,2,5
"Bexar",2022-02-03,NA,2022,2,5
"Bexar",2022-02-04,NA,2022,2,5
"Bexar",2022-02-05,NA,2022,2,6
"Bexar",2022-02-06,NA,2022,2,6
"Bexar",2022-02-07,NA,2022,2,6
"Bexar",2022-02-08,NA,2022,2,6
"Bexar",2022-02-09,NA,2022,2,6
"Bexar",2022-02-10,NA,2022,2,6
"Bexar",2022-02-11,NA,2022,2,6
"Bexar",2022-02-12,NA,2022,2,7
"Bexar",2022-02-13,NA,2022,2,7
"Bexar",2022-02-14,NA,2022,2,7
"Bexar",2022-02-15,NA,2022,2,7
"Bexar",2022-02-16,NA,2022,2,7
"Bexar",2022-02-17,NA,2022,2,7
"Bexar",2022-02-18,NA,2022,2,7
"Bexar",2022-02-19,NA,2022,2,8
"Bexar",2022-02-20,NA,2022,2,8
"Bexar",2022-02-21,NA,2022,2,8
"Bexar",2022-02-22,NA,2022,2,8
"Bexar",2022-02-23,NA,2022,2,8
"Bexar",2022-02-24,NA,2022,2,8
"Bexar",2022-02-25,NA,2022,2,8
"Bexar",2022-02-26,NA,2022,2,9
"Bexar",2022-02-27,NA,2022,2,9
"Bexar",2022-02-28,NA,2022,2,9
"Bexar",2022-03-01,NA,2022,3,9
"Bexar",2022-03-02,NA,2022,3,9
"Bexar",2022-03-03,NA,2022,3,9
"Bexar",2022-03-04,NA,2022,3,9
"Bexar",2022-03-05,NA,2022,3,10
"Bexar",2022-03-06,NA,2022,3,10
"Bexar",2022-03-07,NA,2022,3,10
"Bexar",2022-03-08,NA,2022,3,10
"Bexar",2022-03-09,NA,2022,3,10
"Bexar",2022-03-10,NA,2022,3,10
"Bexar",2022-03-11,NA,2022,3,10
"Bexar",2022-03-12,NA,2022,3,11
"Bexar",2022-03-13,NA,2022,3,11
"Bexar",2022-03-14,NA,2022,3,11
"Bexar",2022-03-15,NA,2022,3,11
"Bexar",2022-03-16,NA,2022,3,11
"Bexar",2022-03-17,NA,2022,3,11
"Bexar",2022-03-18,NA,2022,3,11
"Bexar",2022-03-19,NA,2022,3,12
"Bexar",2022-03-20,NA,2022,3,12
"Bexar",2022-03-21,NA,2022,3,12
"Bexar",2022-03-22,NA,2022,3,12
"Bexar",2022-03-23,NA,2022,3,12
"Bexar",2022-03-24,NA,2022,3,12
"Bexar",2022-03-25,NA,2022,3,12
"Bexar",2022-03-26,NA,2022,3,13
"Bexar",2022-03-27,NA,2022,3,13
"Bexar",2022-03-28,NA,2022,3,13
"Bexar",2022-03-29,NA,2022,3,13
"Bexar",2022-03-30,NA,2022,3,13
"Bexar",2022-03-31,NA,2022,3,13
"Bexar",2022-04-01,NA,2022,4,13
"Bexar",2022-04-02,NA,2022,4,14
"Bexar",2022-04-03,NA,2022,4,14
"Bexar",2022-04-04,NA,2022,4,14
"Bexar",2022-04-05,NA,2022,4,14
"Bexar",2022-04-06,NA,2022,4,14
"Bexar",2022-04-07,NA,2022,4,14
"Bexar",2022-04-08,NA,2022,4,14
"Bexar",2022-04-09,NA,2022,4,15
"Bexar",2022-04-10,NA,2022,4,15
"Bexar",2022-04-11,NA,2022,4,15
"Bexar",2022-04-12,NA,2022,4,15
"Bexar",2022-04-13,NA,2022,4,15
"Bexar",2022-04-14,NA,2022,4,15
"Bexar",2022-04-15,NA,2022,4,15
"Bexar",2022-04-16,NA,2022,4,16
"Bexar",2022-04-17,NA,2022,4,16
"Bexar",2022-04-18,NA,2022,4,16
"Bexar",2022-04-19,NA,2022,4,16
"Bexar",2022-04-20,NA,2022,4,16
"Bexar",2022-04-21,NA,2022,4,16
"Bexar",2022-04-22,NA,2022,4,16
"Bexar",2022-04-23,NA,2022,4,17
"Bexar",2022-04-24,NA,2022,4,17
"Bexar",2022-04-25,NA,2022,4,17
"Bexar",2022-04-26,NA,2022,4,17
"Bexar",2022-04-27,NA,2022,4,17
"Bexar",2022-04-28,NA,2022,4,17
"Bexar",2022-04-29,NA,2022,4,17
"Bexar",2022-04-30,NA,2022,4,18
"Bexar",2022-05-01,NA,2022,5,18
"Bexar",2022-05-02,NA,2022,5,18
"Bexar",2022-05-03,NA,2022,5,18
"Bexar",2022-05-04,NA,2022,5,18
"Bexar",2022-05-05,NA,2022,5,18
"Bexar",2022-05-06,NA,2022,5,18
"Bexar",2022-05-07,NA,2022,5,19
"Bexar",2022-05-08,NA,2022,5,19
"Bexar",2022-05-09,NA,2022,5,19
"Bexar",2022-05-10,NA,2022,5,19
"Bexar",2022-05-11,NA,2022,5,19
"Bexar",2022-05-12,NA,2022,5,19
"Bexar",2022-05-13,NA,2022,5,19
"Bexar",2022-05-14,NA,2022,5,20
"Bexar",2022-05-15,NA,2022,5,20
"Bexar",2022-05-16,NA,2022,5,20
"Bexar",2022-05-17,NA,2022,5,20
"Bexar",2022-05-18,NA,2022,5,20
"Bexar",2022-05-19,NA,2022,5,20
"Bexar",2022-05-20,NA,2022,5,20
"Bexar",2022-05-21,NA,2022,5,21
"Bexar",2022-05-22,NA,2022,5,21
"Bexar",2022-05-23,NA,2022,5,21
"Bexar",2022-05-24,NA,2022,5,21
"Bexar",2022-05-25,NA,2022,5,21
"Bexar",2022-05-26,NA,2022,5,21
"Bexar",2022-05-27,NA,2022,5,21
"Bexar",2022-05-28,NA,2022,5,22
"Bexar",2022-05-29,NA,2022,5,22
"Bexar",2022-05-30,NA,2022,5,22
"Bexar",2022-05-31,NA,2022,5,22
"Bexar",2022-06-01,NA,2022,6,22
"Bexar",2022-06-02,NA,2022,6,22
"Bexar",2022-06-03,NA,2022,6,22
"Bexar",2022-06-04,NA,2022,6,23
"Bexar",2022-06-05,NA,2022,6,23
"Bexar",2022-06-06,NA,2022,6,23
"Bexar",2022-06-07,NA,2022,6,23
"Bexar",2022-06-08,NA,2022,6,23
"Bexar",2022-06-09,NA,2022,6,23
"Bexar",2022-06-10,NA,2022,6,23
"Bexar",2022-06-11,NA,2022,6,24
"Bexar",2022-06-12,NA,2022,6,24
"Bexar",2022-06-13,NA,2022,6,24
"Bexar",2022-06-14,NA,2022,6,24
"Bexar",2022-06-15,NA,2022,6,24
"Bexar",2022-06-16,NA,2022,6,24
"Bexar",2022-06-17,NA,2022,6,24
"Bexar",2022-06-18,NA,2022,6,25
"Bexar",2022-06-19,NA,2022,6,25
"Bexar",2022-06-20,NA,2022,6,25
"Bexar",2022-06-21,NA,2022,6,25
"Bexar",2022-06-22,NA,2022,6,25
"Bexar",2022-06-23,NA,2022,6,25
"Bexar",2022-06-24,NA,2022,6,25
"Bexar",2022-06-25,NA,2022,6,26
"Bexar",2022-06-26,NA,2022,6,26
"Bexar",2022-06-27,NA,2022,6,26
"Bexar",2022-06-28,NA,2022,6,26
"Bexar",2022-06-29,NA,2022,6,26
"Bexar",2022-06-30,NA,2022,6,26
"Bexar",2022-07-01,NA,2022,7,26
"Bexar",2022-07-02,NA,2022,7,27
"Bexar",2022-07-03,NA,2022,7,27
"Bexar",2022-07-04,NA,2022,7,27
"Bexar",2022-07-05,NA,2022,7,27
"Bexar",2022-07-06,NA,2022,7,27
"Bexar",2022-07-07,NA,2022,7,27
"Bexar",2022-07-08,NA,2022,7,27
"Bexar",2022-07-09,NA,2022,7,28
"Bexar",2022-07-10,NA,2022,7,28
"Bexar",2022-07-11,NA,2022,7,28
"Bexar",2022-07-12,NA,2022,7,28
"Bexar",2022-07-13,NA,2022,7,28
"Bexar",2022-07-14,NA,2022,7,28
"Bexar",2022-07-15,NA,2022,7,28
"Bexar",2022-07-16,NA,2022,7,29
"Bexar",2022-07-17,NA,2022,7,29
"Bexar",2022-07-18,NA,2022,7,29
"Bexar",2022-07-19,NA,2022,7,29
"Bexar",2022-07-20,NA,2022,7,29
"Bexar",2022-07-21,NA,2022,7,29
"Bexar",2022-07-22,NA,2022,7,29
"Bexar",2022-07-23,NA,2022,7,30
"Bexar",2022-07-24,NA,2022,7,30
"Bexar",2022-07-25,NA,2022,7,30
"Bexar",2022-07-26,NA,2022,7,30
"Bexar",2022-07-27,NA,2022,7,30
"Bexar",2022-07-28,NA,2022,7,30
"Bexar",2022-07-29,NA,2022,7,30
"Bexar",2022-07-30,NA,2022,7,31
"Bexar",2022-07-31,NA,2022,7,31
"Bexar",2022-08-01,NA,2022,8,31
"Bexar",2022-08-02,NA,2022,8,31
"Bexar",2022-08-03,NA,2022,8,31
"Bexar",2022-08-04,NA,2022,8,31
"Bexar",2022-08-05,NA,2022,8,31
"Bexar",2022-08-06,NA,2022,8,32
"Bexar",2022-08-07,NA,2022,8,32
"Bexar",2022-08-08,NA,2022,8,32
"Bexar",2022-08-09,NA,2022,8,32
"Bexar",2022-08-10,NA,2022,8,32
"Bexar",2022-08-11,NA,2022,8,32
"Bexar",2022-08-12,NA,2022,8,32
"Bexar",2022-08-13,NA,2022,8,33
"Bexar",2022-08-14,NA,2022,8,33
"Bexar",2022-08-15,NA,2022,8,33
"Bexar",2022-08-16,NA,2022,8,33
"Bexar",2022-08-17,NA,2022,8,33
"Bexar",2022-08-18,NA,2022,8,33
"Bexar",2022-08-19,NA,2022,8,33
"Bexar",2022-08-20,NA,2022,8,34
"Bexar",2022-08-21,NA,2022,8,34
"Bexar",2022-08-22,NA,2022,8,34
"Bexar",2022-08-23,NA,2022,8,34
"Bexar",2022-08-24,NA,2022,8,34
"Bexar",2022-08-25,NA,2022,8,34
"Bexar",2022-08-26,NA,2022,8,34
"Bexar",2022-08-27,NA,2022,8,35
"Bexar",2022-08-28,NA,2022,8,35
"Bexar",2022-08-29,NA,2022,8,35
"Bexar",2022-08-30,NA,2022,8,35
"Bexar",2022-08-31,NA,2022,8,35
"Bexar",2022-09-01,NA,2022,9,35
"Bexar",2022-09-02,NA,2022,9,35
"Bexar",2022-09-03,NA,2022,9,36
"Bexar",2022-09-04,NA,2022,9,36
"Bexar",2022-09-05,NA,2022,9,36
"Bexar",2022-09-06,NA,2022,9,36
"Bexar",2022-09-07,NA,2022,9,36
"Bexar",2022-09-08,NA,2022,9,36
"Bexar",2022-09-09,NA,2022,9,36
"Bexar",2022-09-10,NA,2022,9,37
"Bexar",2022-09-11,NA,2022,9,37
"Bexar",2022-09-12,NA,2022,9,37
"Bexar",2022-09-13,NA,2022,9,37
"Bexar",2022-09-14,NA,2022,9,37
"Bexar",2022-09-15,NA,2022,9,37
"Bexar",2022-09-16,NA,2022,9,37
"Bexar",2022-09-17,NA,2022,9,38
"Bexar",2022-09-18,NA,2022,9,38
"Bexar",2022-09-19,NA,2022,9,38
"Bexar",2022-09-20,NA,2022,9,38
"Bexar",2022-09-21,NA,2022,9,38
"Bexar",2022-09-22,NA,2022,9,38
"Bexar",2022-09-23,NA,2022,9,38
"Bexar",2022-09-24,NA,2022,9,39
"Bexar",2022-09-25,NA,2022,9,39
"Bexar",2022-09-26,NA,2022,9,39
"Bexar",2022-09-27,NA,2022,9,39
"Bexar",2022-09-28,NA,2022,9,39
"Bexar",2022-09-29,NA,2022,9,39
"Bexar",2022-09-30,NA,2022,9,39
"Bexar",2022-10-01,NA,2022,10,40
"Bexar",2022-10-02,NA,2022,10,40
"Bexar",2022-10-03,NA,2022,10,40
"Bexar",2022-10-04,NA,2022,10,40
"Bexar",2022-10-05,NA,2022,10,40
"Bexar",2022-10-06,NA,2022,10,40
"Bexar",2022-10-07,NA,2022,10,40
"Bexar",2022-10-08,NA,2022,10,41
"Bexar",2022-10-09,NA,2022,10,41
"Bexar",2022-10-10,NA,2022,10,41
"Bexar",2022-10-11,NA,2022,10,41
"Bexar",2022-10-12,NA,2022,10,41
"Bexar",2022-10-13,NA,2022,10,41
"Bexar",2022-10-14,NA,2022,10,41
"Bexar",2022-10-15,NA,2022,10,42
"Bexar",2022-10-16,NA,2022,10,42
"Bexar",2022-10-17,NA,2022,10,42
"Bexar",2022-10-18,NA,2022,10,42
"Bexar",2022-10-19,NA,2022,10,42
"Bexar",2022-10-20,NA,2022,10,42
"Bexar",2022-10-21,NA,2022,10,42
"Bexar",2022-10-22,NA,2022,10,43
"Bexar",2022-10-23,NA,2022,10,43
"Bexar",2022-10-24,NA,2022,10,43
"Bexar",2022-10-25,NA,2022,10,43
"Bexar",2022-10-26,NA,2022,10,43
"Bexar",2022-10-27,NA,2022,10,43
"Bexar",2022-10-28,NA,2022,10,43
"Bexar",2022-10-29,NA,2022,10,44
"Bexar",2022-10-30,NA,2022,10,44
"Bexar",2022-10-31,NA,2022,10,44
"Bexar",2022-11-01,NA,2022,11,44
"Bexar",2022-11-02,NA,2022,11,44
"Bexar",2022-11-03,NA,2022,11,44
"Bexar",2022-11-04,NA,2022,11,44
"Bexar",2022-11-05,NA,2022,11,45
"Bexar",2022-11-06,NA,2022,11,45
"Bexar",2022-11-07,NA,2022,11,45
"Bexar",2022-11-08,NA,2022,11,45
"Bexar",2022-11-09,NA,2022,11,45
"Bexar",2022-11-10,NA,2022,11,45
"Bexar",2022-11-11,NA,2022,11,45
"Bexar",2022-11-12,NA,2022,11,46
"Bexar",2022-11-13,NA,2022,11,46
"Bexar",2022-11-14,NA,2022,11,46
"Bexar",2022-11-15,NA,2022,11,46
"Bexar",2022-11-16,NA,2022,11,46
"Bexar",2022-11-17,NA,2022,11,46
"Bexar",2022-11-18,NA,2022,11,46
"Bexar",2022-11-19,NA,2022,11,47
"Bexar",2022-11-20,NA,2022,11,47
"Bexar",2022-11-21,NA,2022,11,47
"Bexar",2022-11-22,NA,2022,11,47
"Bexar",2022-11-23,NA,2022,11,47
"Bexar",2022-11-24,NA,2022,11,47
"Bexar",2022-11-25,NA,2022,11,47
"Bexar",2022-11-26,NA,2022,11,48
"Bexar",2022-11-27,NA,2022,11,48
"Bexar",2022-11-28,NA,2022,11,48
"Bexar",2022-11-29,NA,2022,11,48
"Bexar",2022-11-30,NA,2022,11,48
"Bexar",2022-12-01,NA,2022,12,48
"Bexar",2022-12-02,NA,2022,12,48
"Bexar",2022-12-03,NA,2022,12,49
"Bexar",2022-12-04,NA,2022,12,49
"Bexar",2022-12-05,NA,2022,12,49
"Bexar",2022-12-06,NA,2022,12,49
"Bexar",2022-12-07,NA,2022,12,49
"Bexar",2022-12-08,NA,2022,12,49
"Bexar",2022-12-09,NA,2022,12,49
"Bexar",2022-12-10,NA,2022,12,50
"Bexar",2022-12-11,NA,2022,12,50
"Bexar",2022-12-12,NA,2022,12,50
"Bexar",2022-12-13,NA,2022,12,50
"Bexar",2022-12-14,NA,2022,12,50
"Bexar",2022-12-15,NA,2022,12,50
"Bexar",2022-12-16,NA,2022,12,50
"Bexar",2022-12-17,NA,2022,12,51
"Bexar",2022-12-18,NA,2022,12,51
"Bexar",2022-12-19,NA,2022,12,51
"Bexar",2022-12-20,NA,2022,12,51
"Bexar",2022-12-21,NA,2022,12,51
"Bexar",2022-12-22,NA,2022,12,51
"Bexar",2022-12-23,NA,2022,12,51
"Bexar",2022-12-24,NA,2022,12,52
"Bexar",2022-12-25,NA,2022,12,52
"Bexar",2022-12-26,NA,2022,12,52
"Bexar",2022-12-27,NA,2022,12,52
"Bexar",2022-12-28,NA,2022,12,52
"Bexar",2022-12-29,NA,2022,12,52
"Bexar",2022-12-30,NA,2022,12,52
"Bexar",2022-12-31,NA,2022,12,53
"Bexar",2023-01-01,NA,2023,1,1
"Bexar",2023-01-02,NA,2023,1,1
"Bexar",2023-01-03,NA,2023,1,1
"Bexar",2023-01-04,NA,2023,1,1
"Bexar",2023-01-05,NA,2023,1,1
"Bexar",2023-01-06,NA,2023,1,1
"Bexar",2023-01-07,NA,2023,1,1
"Bexar",2023-01-08,NA,2023,1,2
"Bexar",2023-01-09,NA,2023,1,2
"Bexar",2023-01-10,NA,2023,1,2
"Bexar",2023-01-11,NA,2023,1,2
"Bexar",2023-01-12,NA,2023,1,2
"Bexar",2023-01-13,NA,2023,1,2
"Bexar",2023-01-14,NA,2023,1,2
"Bexar",2023-01-15,NA,2023,1,3
"Bexar",2023-01-16,NA,2023,1,3
"Bexar",2023-01-17,NA,2023,1,3
"Bexar",2023-01-18,NA,2023,1,3
"Bexar",2023-01-19,NA,2023,1,3
"Bexar",2023-01-20,NA,2023,1,3
"Bexar",2023-01-21,NA,2023,1,3
"Bexar",2023-01-22,NA,2023,1,4
"Bexar",2023-01-23,NA,2023,1,4
"Bexar",2023-01-24,NA,2023,1,4
"Bexar",2023-01-25,NA,2023,1,4
"Bexar",2023-01-26,NA,2023,1,4
"Bexar",2023-01-27,NA,2023,1,4
"Bexar",2023-01-28,NA,2023,1,4
"Bexar",2023-01-29,NA,2023,1,5
"Bexar",2023-01-30,NA,2023,1,5
"Bexar",2023-01-31,NA,2023,1,5
"Bexar",2023-02-01,NA,2023,2,5
"Bexar",2023-02-02,NA,2023,2,5
"Bexar",2023-02-03,NA,2023,2,5
"Bexar",2023-02-04,NA,2023,2,5
"Bexar",2023-02-05,NA,2023,2,6
"Bexar",2023-02-06,NA,2023,2,6
"Bexar",2023-02-07,NA,2023,2,6
"Bexar",2023-02-08,NA,2023,2,6
"Bexar",2023-02-09,NA,2023,2,6
"Bexar",2023-02-10,NA,2023,2,6
"Bexar",2023-02-11,NA,2023,2,6
"Bexar",2023-02-12,NA,2023,2,7
"Bexar",2023-02-13,NA,2023,2,7
"Bexar",2023-02-14,NA,2023,2,7
"Bexar",2023-02-15,NA,2023,2,7
"Bexar",2023-02-16,NA,2023,2,7
"Bexar",2023-02-17,NA,2023,2,7
"Bexar",2023-02-18,NA,2023,2,7
"Bexar",2023-02-19,NA,2023,2,8
"Bexar",2023-02-20,NA,2023,2,8
"Bexar",2023-02-21,NA,2023,2,8
"Bexar",2023-02-22,NA,2023,2,8
"Bexar",2023-02-23,NA,2023,2,8
"Bexar",2023-02-24,NA,2023,2,8
"Bexar",2023-02-25,NA,2023,2,8
"Bexar",2023-02-26,NA,2023,2,9
"Bexar",2023-02-27,NA,2023,2,9
"Bexar",2023-02-28,NA,2023,2,9
"Bexar",2023-03-01,NA,2023,3,9
"Bexar",2023-03-02,NA,2023,3,9
"Bexar",2023-03-03,NA,2023,3,9
"Bexar",2023-03-04,NA,2023,3,9
"Bexar",2023-03-05,NA,2023,3,10
"Bexar",2023-03-06,NA,2023,3,10
"Bexar",2023-03-07,NA,2023,3,10
"Bexar",2023-03-08,NA,2023,3,10
"Bexar",2023-03-09,NA,2023,3,10
"Bexar",2023-03-10,NA,2023,3,10
"Bexar",2023-03-11,NA,2023,3,10
"Bexar",2023-03-12,NA,2023,3,11
"Bexar",2023-03-13,NA,2023,3,11
"Bexar",2023-03-14,NA,2023,3,11
"Bexar",2023-03-15,NA,2023,3,11
"Bexar",2023-03-16,NA,2023,3,11
"Bexar",2023-03-17,NA,2023,3,11
"Bexar",2023-03-18,NA,2023,3,11
"Bexar",2023-03-19,NA,2023,3,12
"Bexar",2023-03-20,NA,2023,3,12
"Bexar",2023-03-21,NA,2023,3,12
"Bexar",2023-03-22,NA,2023,3,12
"Bexar",2023-03-23,NA,2023,3,12
"Bexar",2023-03-24,NA,2023,3,12
"Bexar",2023-03-25,NA,2023,3,12
"Bexar",2023-03-26,NA,2023,3,13
"Bexar",2023-03-27,NA,2023,3,13
"Bexar",2023-03-28,NA,2023,3,13
"Bexar",2023-03-29,NA,2023,3,13
"Bexar",2023-03-30,NA,2023,3,13
"Bexar",2023-03-31,NA,2023,3,13
"Bexar",2023-04-01,NA,2023,4,13
"Bexar",2023-04-02,NA,2023,4,14
"Bexar",2023-04-03,NA,2023,4,14
"Bexar",2023-04-04,NA,2023,4,14
"Bexar",2023-04-05,NA,2023,4,14
"Bexar",2023-04-06,NA,2023,4,14
"Bexar",2023-04-07,NA,2023,4,14
"Bexar",2023-04-08,NA,2023,4,14
"Bexar",2023-04-09,NA,2023,4,15
"Bexar",2023-04-10,NA,2023,4,15
"Bexar",2023-04-11,NA,2023,4,15
"Bexar",2023-04-12,NA,2023,4,15
"Bexar",2023-04-13,NA,2023,4,15
"Bexar",2023-04-14,NA,2023,4,15
"Bexar",2023-04-15,NA,2023,4,15
"Bexar",2023-04-16,NA,2023,4,16
"Bexar",2023-04-17,NA,2023,4,16
"Bexar",2023-04-18,NA,2023,4,16
"Bexar",2023-04-19,NA,2023,4,16
"Bexar",2023-04-20,NA,2023,4,16
"Bexar",2023-04-21,NA,2023,4,16
"Bexar",2023-04-22,NA,2023,4,16
"Bexar",2023-04-23,NA,2023,4,17
"Bexar",2023-04-24,NA,2023,4,17
"Bexar",2023-04-25,NA,2023,4,17
"Bexar",2023-04-26,NA,2023,4,17
"Bexar",2023-04-27,NA,2023,4,17
"Bexar",2023-04-28,NA,2023,4,17
"Bexar",2023-04-29,NA,2023,4,17
"Bexar",2023-04-30,NA,2023,4,18
"Bexar",2023-05-01,NA,2023,5,18
"Bexar",2023-05-02,NA,2023,5,18
"Bexar",2023-05-03,NA,2023,5,18
"Bexar",2023-05-04,NA,2023,5,18
"Bexar",2023-05-05,NA,2023,5,18
"Bexar",2023-05-06,NA,2023,5,18
"Bexar",2023-05-07,NA,2023,5,19
"Bexar",2023-05-08,NA,2023,5,19
"Bexar",2023-05-09,NA,2023,5,19
"Bexar",2020-03-07,NA,2020,3,10
"Bexar",2020-03-08,NA,2020,3,10
"Bexar",2020-03-09,NA,2020,3,10
"Bexar",2020-03-10,NA,2020,3,10
"Bexar",2020-03-11,NA,2020,3,11
"Bexar",2020-03-12,NA,2020,3,11
"Bexar",2020-03-13,NA,2020,3,11
"Bexar",2020-03-14,NA,2020,3,11
"Bexar",2020-03-15,NA,2020,3,11
"Bexar",2020-03-16,NA,2020,3,11
"Bexar",2020-03-17,NA,2020,3,11
"Bexar",2020-03-18,NA,2020,3,12
"Bexar",2020-03-19,NA,2020,3,12
"Bexar",2020-03-20,NA,2020,3,12
"Bexar",2020-03-21,NA,2020,3,12
"Bexar",2020-03-22,NA,2020,3,12
"Bexar",2020-03-23,NA,2020,3,12
"Bexar",2020-03-24,NA,2020,3,12
"Bexar",2020-03-25,NA,2020,3,13
"Bexar",2020-03-26,NA,2020,3,13
"Bexar",2020-03-27,NA,2020,3,13
"Bexar",2020-03-28,NA,2020,3,13
"Bexar",2020-03-29,NA,2020,3,13
"Bexar",2020-03-30,NA,2020,3,13
"Bexar",2020-03-31,NA,2020,3,13
"Bexar",2020-04-01,NA,2020,4,14
"Bexar",2020-04-02,NA,2020,4,14
"Bexar",2020-04-03,NA,2020,4,14
"Bexar",2020-04-04,NA,2020,4,14
"Bexar",2020-04-05,NA,2020,4,14
"Bexar",2020-04-06,NA,2020,4,14
"Bexar",2020-04-07,NA,2020,4,14
"Bexar",2020-04-08,NA,2020,4,15
"Bexar",2020-04-09,NA,2020,4,15
"Bexar",2020-04-10,NA,2020,4,15
"Bexar",2020-04-11,NA,2020,4,15
"Bexar",2020-04-12,NA,2020,4,15
"Bexar",2020-04-13,NA,2020,4,15
"Bexar",2020-04-14,NA,2020,4,15
"Bexar",2020-04-15,NA,2020,4,16
"Bexar",2020-04-16,NA,2020,4,16
"Bexar",2020-04-17,NA,2020,4,16
"Bexar",2020-04-18,NA,2020,4,16
"Bexar",2020-04-19,NA,2020,4,16
"Bexar",2020-04-20,NA,2020,4,16
"Bexar",2020-04-21,NA,2020,4,16
"Bexar",2020-04-22,NA,2020,4,17
"Bexar",2020-04-23,NA,2020,4,17
"Bexar",2020-04-24,NA,2020,4,17
"Bexar",2020-04-25,NA,2020,4,17
"Bexar",2020-04-26,NA,2020,4,17
"Bexar",2020-04-27,NA,2020,4,17
"Bexar",2020-04-28,NA,2020,4,17
"Bexar",2020-04-29,NA,2020,4,18
"Bexar",2020-04-30,NA,2020,4,18
"Bexar",2020-05-01,NA,2020,5,18
"Bexar",2020-05-02,NA,2020,5,18
"Bexar",2020-05-03,NA,2020,5,18
"Bexar",2020-05-04,NA,2020,5,18
"Bexar",2020-05-05,NA,2020,5,18
"Bexar",2020-05-06,NA,2020,5,19
"Bexar",2020-05-07,NA,2020,5,19
"Bexar",2020-05-08,NA,2020,5,19
"Bexar",2020-05-09,NA,2020,5,19
"Bexar",2020-05-10,NA,2020,5,19
"Bexar",2020-05-11,NA,2020,5,19
"Bexar",2020-05-12,NA,2020,5,19
"Bexar",2020-05-13,NA,2020,5,20
"Bexar",2020-05-14,NA,2020,5,20
"Bexar",2020-05-15,NA,2020,5,20
"Bexar",2020-05-16,NA,2020,5,20
"Bexar",2020-05-17,NA,2020,5,20
"Bexar",2020-05-18,NA,2020,5,20
"Bexar",2020-05-19,NA,2020,5,20
"Bexar",2020-05-20,NA,2020,5,21
"Bexar",2020-05-21,NA,2020,5,21
"Bexar",2020-05-22,NA,2020,5,21
"Bexar",2020-05-23,NA,2020,5,21
"Bexar",2020-05-24,NA,2020,5,21
"Bexar",2020-05-25,NA,2020,5,21
"Bexar",2020-05-26,NA,2020,5,21
"Bexar",2020-05-27,NA,2020,5,22
"Bexar",2020-05-28,NA,2020,5,22
"Bexar",2020-05-29,NA,2020,5,22
"Bexar",2020-05-30,NA,2020,5,22
"Bexar",2020-05-31,NA,2020,5,22
"Bexar",2020-06-01,NA,2020,6,22
"Bexar",2020-06-02,NA,2020,6,22
"Bexar",2020-06-03,NA,2020,6,23
"Bexar",2020-06-04,NA,2020,6,23
"Bexar",2020-06-05,NA,2020,6,23
"Bexar",2020-06-06,NA,2020,6,23
"Bexar",2020-06-07,NA,2020,6,23
"Bexar",2020-06-08,NA,2020,6,23
"Bexar",2020-06-09,NA,2020,6,23
"Bexar",2020-06-10,NA,2020,6,24
"Bexar",2020-06-11,NA,2020,6,24
"Bexar",2020-06-12,NA,2020,6,24
"Bexar",2020-06-13,NA,2020,6,24
"Bexar",2020-06-14,NA,2020,6,24
"Bexar",2020-06-15,NA,2020,6,24
"Bexar",2020-06-16,NA,2020,6,24
"Bexar",2020-06-17,NA,2020,6,25
"Bexar",2020-06-18,NA,2020,6,25
"Bexar",2020-06-19,NA,2020,6,25
"Bexar",2020-06-20,NA,2020,6,25
"Bexar",2020-06-21,NA,2020,6,25
"Bexar",2020-06-22,NA,2020,6,25
"Bexar",2020-06-23,NA,2020,6,25
"Bexar",2020-06-24,NA,2020,6,26
"Bexar",2020-06-25,NA,2020,6,26
"Bexar",2020-06-26,NA,2020,6,26
"Bexar",2020-06-27,NA,2020,6,26
"Bexar",2020-06-28,NA,2020,6,26
